filename	mark	label	off0	off1	span	code	semantic_rel
es-S1889-836X2016000100006-1	T16	ENFERMEDAD	1006	1021	escleras azules	204164000	EXACT
es-S1889-836X2016000100006-1	T17	ENFERMEDAD	1198	1210	hiperlaxitud	239762007	EXACT
es-S1889-836X2016000100006-1	T18	ENFERMEDAD	1849	1882	dilatación de la aorta ascendente	253645007	EXACT
es-S1889-836X2016000100006-1	T19	ENFERMEDAD	2157	2225	gen COL1A1 una deleción en heterocigosis de una Guanina (c.3524delG)	737543005	NARROW
es-S1130-05582013000400006-1	T1	ENFERMEDAD	973	988	lesión vascular	699605009	NARROW
es-S1130-05582013000400006-1	T2	ENFERMEDAD	1908	1937	malformación venosa intraósea	764100007	EXACT
es-S1130-05582013000400006-1	T3	ENFERMEDAD	569	583	lesión medular	146251000146109	EXACT
es-S1130-05582013000400006-1	T4	ENFERMEDAD	1724	1744	hemangioma intraóseo	685021000119103	EXACT
es-S1130-05582013000400006-1	T5	ENFERMEDAD	203	214	traumatismo	417746004	EXACT
es-S1130-05582013000400006-1	T6	ENFERMEDAD	254	260	lesión	417163006	EXACT
es-S1130-05582013000400006-1	T7	ENFERMEDAD	428	483	lesión malar expansiva, polilobulada, con calcificación	126546006	NARROW
es-S1130-05582013000400006-1	T8	ENFERMEDAD	751	775	lesión osteolítica malar	128227001	NARROW
es-S1139-76322013000400008-1	T1	ENFERMEDAD	563	601	hipertrofia de las amígdalas palatinas	46689006	NARROW
es-S1139-76322013000400008-1	T2	ENFERMEDAD	203	233	lesiones habonosas diseminadas	64305001	NARROW
es-S1139-76322013000400008-1	T3	ENFERMEDAD	238	248	angioedema	41291007	EXACT
es-S1139-76322015000400008-1	T1	ENFERMEDAD	754	808	dilatación de pelvis renal derecha grado leve-moderada	197820003	NARROW
es-S1139-76322015000400008-1	T2	ENFERMEDAD	371	391	adenitis mesentérica	44897000	EXACT
es-S1139-76322015000400008-1	T3	ENFERMEDAD	398	437	dilatación de pelvis renal derecha leve	197820003	NARROW
es-S1139-76322015000400008-1	T4	ENFERMEDAD	183	203	infecciones de orina	68566005	EXACT
es-S1139-76322015000400008-1	T5	ENFERMEDAD	455	474	estenosis de la UPU	25341005	NARROW
es-S1139-76322015000400008-1	T6	ENFERMEDAD	866	901	estenosis de la unión pieloureteral	36388008	EXACT
es-S1139-76322015000400008-1	T7	ENFERMEDAD	930	958	ectasia obstructiva en riñón	7163005	NARROW
es-S1139-76322015000400008-1	T8	ENFERMEDAD	1219	1270	dilatación del tracto urinario de causa obstructiva	7163005	NARROW
es-S1139-76322015000400008-1	T9	ENFERMEDAD	720	749	dilatación de la vía urinaria	41368006	NARROW
es-S0376-78922007000400008-1	T1	ENFERMEDAD	2817	2838	fracaso multiorgánico	57653000	EXACT
es-S0376-78922007000400008-1	T2	ENFERMEDAD	48	55	bebedor	7200002	EXACT
es-S0376-78922007000400008-1	T3	ENFERMEDAD	2840	2859	fracaso renal agudo	14669001	EXACT
es-S0376-78922007000400008-1	T4	ENFERMEDAD	2861	2873	coagulopatia	64779008	EXACT
es-S0376-78922007000400008-1	T5	ENFERMEDAD	86	91	obeso	414916001	EXACT
es-S0376-78922007000400008-1	T6	ENFERMEDAD	2876	2914	síndrome de distrés respiratorio agudo	67782005	EXACT
es-S0376-78922007000400008-1	T7	ENFERMEDAD	1146	1153	ascitis	389026000	EXACT
es-S0376-78922007000400008-1	T8	ENFERMEDAD	1171	1190	hepatopatía crónica	328383001	EXACT
es-S0376-78922007000400008-1	T9	ENFERMEDAD	482	489	ascitis	389026000	EXACT
es-S0376-78922007000400008-1	T10	ENFERMEDAD	1193	1207	esplenomegalia	16294009	EXACT
es-S0376-78922007000400008-1	T11	ENFERMEDAD	1234	1259	insuficiencia renal aguda	723189000	EXACT
es-S0376-78922007000400008-1	T12	ENFERMEDAD	1282	1318	hepatópata crónico de origen enólico	713181003	EXACT
es-S0376-78922007000400008-1	T13	ENFERMEDAD	1321	1353	celulitis en extremidad inferior	449710006	EXACT
es-S0376-78922007000400008-1	T14	ENFERMEDAD	1629	1657	lesiones en miembro inferior	118937003	EXACT
es-S0376-78922007000400008-1	T15	ENFERMEDAD	1712	1721	celulitis	128045006	EXACT
es-S0376-78922007000400008-1	T16	ENFERMEDAD	1737	1745	ampollas	339008	EXACT
es-S0376-78922007000400008-1	T17	ENFERMEDAD	2360	2391	lesiones en extremidad inferior	118937003	EXACT
es-S0376-78922007000400008-1	T18	ENFERMEDAD	2447	2508	ampollas hasta el tercio medio de muslo y afectación escrotal	128135006+703864002	COMPOSITE
es-S0376-78922007000400008-1	T19	ENFERMEDAD	25	46	alérgico a Penicilina	91936005	EXACT
es-S0376-78922007000400008-1	T20	ENFERMEDAD	610	619	petequias	271813007	EXACT
es-S1130-01082008000900015-1	T1	ENFERMEDAD	101	116	cuadro sincopal	271594007	EXACT
es-S1130-01082008000900015-1	T2	ENFERMEDAD	135	167	deposición melénica-rectorrágica	2901004+300392005	COMPOSITE
es-S1130-01082008000900015-1	T3	ENFERMEDAD	828	852	mucosa gástrica ectópica	204676004	EXACT
es-S1130-01082008000900015-1	T4	ENFERMEDAD	868	889	divertículo de Meckel	37373007	EXACT
es-S1130-01082008000900015-1	T5	ENFERMEDAD	1008	1029	divertículo de Meckel	37373007	EXACT
es-S1130-01082008000900015-1	T6	ENFERMEDAD	1196	1207	divertículo	397881000	EXACT
es-S1130-01082008000900015-1	T7	ENFERMEDAD	1422	1476	divertículo de Meckel con mucosa gástrica heterotópica	37373007	EXACT
es-S1130-01082008000900015-1	T8	ENFERMEDAD	498	552	lesiones incipientes angiodisplásicas de colon y recto	197244008	NARROW
es-S1137-66272013000200019-1	T1	ENFERMEDAD	44	62	orejas prominentes	275478007	EXACT
es-S1137-66272013000200019-1	T2	ENFERMEDAD	1729	1785	oreja derecha presentó una dehiscencia pequeña de sutura	22247000	NARROW
es-S1137-66272013000200019-1	T3	ENFERMEDAD	115	163	orejas se desarrolló progresivamente un queloide	33659008	NARROW
es-S1137-66272013000200019-1	T4	ENFERMEDAD	205	214	queloides	33659008	EXACT
es-S1137-66272013000200019-1	T5	ENFERMEDAD	2036	2076	oreja derecha se desarrolló una recidiva	25906001	NARROW
es-S1137-66272013000200019-1	T6	ENFERMEDAD	1189	1207	nódulos queloideos	33659008	EXACT
es-S1137-66272013000200019-1	T7	ENFERMEDAD	1256	1282	atrofia de anejos cutáneos	238714008	NARROW
es-S1137-66272013000200019-1	T8	ENFERMEDAD	1519	1529	cicatrices	275322007	EXACT
es-S1137-66272013000200019-1	T9	ENFERMEDAD	493	501	lesiones	157670007	EXACT
es-S1137-66272013000200019-1	T10	ENFERMEDAD	2124	2132	queloide	33659008	EXACT
es-S1137-66272013000200019-1	T11	ENFERMEDAD	709	717	queloide	33659008	EXACT
es-S1137-66272013000200019-1	T12	ENFERMEDAD	969	977	queloide	33659008	EXACT
es-S0211-69952014000200012-2	T1	ENFERMEDAD	45	81	IRC secundaria a poliquistosis renal	723190009+253883006	COMPOSITE
es-S0211-69952014000200012-2	T2	ENFERMEDAD	62	81	poliquistosis renal	253883006	EXACT
es-S0211-69952014000200012-2	T3	ENFERMEDAD	183	238	complicaciones del trasplante presentó un rechazo agudo	213148006	EXACT
es-S0211-69952014000200012-2	T4	ENFERMEDAD	394	442	pérdida del injerto renal por nefropatía crónica	236578006	NARROW
es-S0211-69952014000200012-2	T5	ENFERMEDAD	424	442	nefropatía crónica	709044004	EXACT
es-S0211-69952014000200012-2	T6	ENFERMEDAD	463	485	hepatitis «no-A, no-B»	50711007	EXACT
es-S0211-69952014000200012-2	T7	ENFERMEDAD	1173	1201	eritema exudativo multiforme	36715001	EXACT
es-S0211-69952014000200012-2	T8	ENFERMEDAD	1005	1030	rechazo agudo del injerto	26522000	EXACT
es-S1134-80462015000300003-1	T1	ENFERMEDAD	41	83	alérgico a tetraciclinas y beta-lactámicos	294592000+419885006	COMPOSITE
es-S1134-80462015000300003-1	T2	ENFERMEDAD	104	125	hipertensión arterial	38341003	EXACT
es-S1134-80462015000300003-1	T3	ENFERMEDAD	244	288	espondiloartrósico con componente miofascial	53332000	NARROW
es-S1134-80462015000300003-1	T4	ENFERMEDAD	870	886	ptosis palpebral	11934000	EXACT
es-S1134-80462015000300003-1	T5	ENFERMEDAD	947	953	ptosis	11934000	EXACT
es-S1134-80462015000300003-1	T6	ENFERMEDAD	1123	1139	ptosis palpebral	11934000	EXACT
es-S1134-80462015000300003-1	T7	ENFERMEDAD	1290	1306	miastenia gravis	91637004	EXACT
es-S1134-80462015000300003-1	T8	ENFERMEDAD	1151	1159	diplopía	24982008	EXACT
es-S1134-80462015000300003-1	T9	ENFERMEDAD	1308	1310	MG	91637004	EXACT
es-S0212-71992007000300006-1	T1	ENFERMEDAD	72	96	enolismo moderado-severo	713862009	EXACT
es-S0212-71992007000300006-1	T2	ENFERMEDAD	98	119	hipertensión arterial	38341003	EXACT
es-S0212-71992007000300006-1	T3	ENFERMEDAD	122	143	cardiopatía isquémica	194828000	EXACT
es-S0212-71992007000300006-1	T4	ENFERMEDAD	2282	2303	intoxicaciones por OP	8260003	EXACT
es-S0212-71992007000300006-1	T5	ENFERMEDAD	239	320	post-ingesta de un OP (Metasystox®: oxidemetón-metilo) en un intento de autolisis	304594002	NARROW
es-S0212-71992007000300006-1	T6	ENFERMEDAD	3041	3067	insuficiencia respiratoria	409623005	EXACT
es-S0212-71992007000300006-1	T7	ENFERMEDAD	3184	3196	intoxicación	75478009	EXACT
es-S0212-71992007000300006-1	T8	ENFERMEDAD	3408	3457	traqueobronquiolitis nosocomial por H. influenzae	73414003	EXACT
es-S0212-71992007000300006-1	T9	ENFERMEDAD	2846	2848	SI	432991000	EXACT
es-S0212-71992007000300006-1	T10	ENFERMEDAD	2998	3015	intoxicado por OP	77721001	EXACT
es-S0212-71992007000300006-1	T11	ENFERMEDAD	509	518	hipotenso	45007003	EXACT
es-S0212-71992007000300006-1	T12	ENFERMEDAD	2309	2333	mioclonías generalizadas	17450006	NARROW
es-S0212-71992007000300006-1	T13	ENFERMEDAD	2530	2549	mioclonías faciales	17450006	NARROW
es-S1137-66272012000300021-1	T1	ENFERMEDAD	1509	1529	perforación duodenal	270909006	EXACT
es-S1137-66272012000300021-1	T2	ENFERMEDAD	756	771	íleo paralítico	55525008	EXACT
es-S1137-66272012000300021-1	T3	ENFERMEDAD	1231	1298	colección líquida con abundante gas de localización retroperitoneal	734045002	NARROW
es-S1137-66272012000300021-1	T4	ENFERMEDAD	259	285	adenocarcinoma de próstata	399490008	EXACT
es-S1137-66272012000300021-1	T5	ENFERMEDAD	1378	1392	neumoperitoneo	17204006	EXACT
es-S1137-66272012000300021-1	T6	ENFERMEDAD	1403	1417	diverticulosis	397881000	EXACT
es-S1137-66272012000300021-1	T7	ENFERMEDAD	1559	1576	cuadro infeccioso	40733004	EXACT
es-S0210-48062009000400016-1	T1	ENFERMEDAD	37	63	adenocarcinoma de próstata	399490008	EXACT
es-S0210-48062009000400016-1	T2	ENFERMEDAD	1095	1109	cuadro séptico	238150007	EXACT
es-S0210-48062009000400016-1	T3	ENFERMEDAD	2018	2039	fístula uretro-rectal	15165002	EXACT
es-S0210-48062009000400016-1	T4	ENFERMEDAD	2465	2483	Disfunción eréctil	397803000	EXACT
es-S0210-48062009000400016-1	T5	ENFERMEDAD	1183	1197	cuadro séptico	238150007	EXACT
es-S0210-48062009000400016-1	T6	ENFERMEDAD	1767	1788	fístula vésico-rectal	68301001	EXACT
es-S0210-48062009000400016-1	T7	ENFERMEDAD	1487	1503	fístula urinaria	57243009	EXACT
es-S0210-48062009000400016-1	T8	ENFERMEDAD	1220	1236	fístula urinaria	57243009	EXACT
es-S0210-48062009000400016-1	T9	ENFERMEDAD	1506	1564	necrosis grasa en el tercio distal de la herida quirúrgica	781193006	NARROW
es-S0210-48062009000400016-1	T10	ENFERMEDAD	1290	1320	infección de herida quirúrgica	433202001	EXACT
es-S0210-48062009000400016-1	T11	ENFERMEDAD	1868	1898	infección de herida quirúrgica	433202001	EXACT
es-S0210-48062009000400016-1	T12	ENFERMEDAD	288	314	Adenocarcinoma de próstata	399490008	EXACT
es-S0210-48062009000400016-1	T13	ENFERMEDAD	651	667	fístula urinaria	57243009	EXACT
es-S0210-48062009000400016-1	T14	ENFERMEDAD	691	702	peritonitis	48661000	EXACT
es-S0210-48062009000400016-1	T15	ENFERMEDAD	848	904	peritonitis fecaloidea secundaria a perforación en sigma	235985005+712512004	COMPOSITE
es-S0210-48062009000400016-1	T16	ENFERMEDAD	884	904	perforación en sigma	712512004	EXACT
es-S0210-48062009000400016-1	T17	ENFERMEDAD	1576	1621	musculatura abdominal como fondo de la úlcera	429040005	NARROW
es-S0210-48062009000400016-1	T18	ENFERMEDAD	356	361	tumor	55342001	EXACT
es-S0210-48062009000400016-1	T19	ENFERMEDAD	1959	1994	persistencia del orificio fistuloso	428794004	NARROW
es-S1130-05582014000400006-1	T1	ENFERMEDAD	79	100	hipertensión arterial	38341003	EXACT
es-S1130-05582014000400006-1	T2	ENFERMEDAD	114	138	enfermedad renal crónica	709044004	EXACT
es-S1130-05582014000400006-1	T3	ENFERMEDAD	962	998	edentulismo parcial maxilomandibular	444818007	NARROW
es-S1130-05582014000400006-1	T4	ENFERMEDAD	1712	1728	angina de Ludwig	196542004	EXACT
es-S1130-05582014000400006-1	T5	ENFERMEDAD	1000	1043	enfermedad periodontal crónica generalizada	128285007	NARROW
es-S1130-05582014000400006-1	T6	ENFERMEDAD	1210	1221	glosoptosis	3639002	EXACT
es-S1130-05582014000400006-1	T7	ENFERMEDAD	284	292	disfagia	288939007	EXACT
es-S0465-546X2014000400012-1	T1	ENFERMEDAD	70	94	Diabetes Mellitus tipo I	46635009	EXACT
es-S0465-546X2014000400012-1	T2	ENFERMEDAD	97	123	Síndrome de Túnel Carpiano	57406009	EXACT
es-S0465-546X2014000400012-1	T3	ENFERMEDAD	432	497	lesiones ampollosas en región dorsal de 4tº dedo de pie izquierdo	444659003	NARROW
es-S0465-546X2014000400012-1	T4	ENFERMEDAD	808	835	osteomielitis de la falange	60168000	NARROW
es-S0465-546X2014000400012-1	T5	ENFERMEDAD	1220	1226	lesión	417163006	EXACT
es-S0365-66912012000200005-1	T1	ENFERMEDAD	1415	1547	sarcoidosis sistémica con afectación del sistema nervioso central, afectación del quiasma, nervio óptico, eje hipotálamo-hipofisario	111936002	NARROW
es-S0365-66912012000200005-1	T2	ENFERMEDAD	1178	1293	ganglios a nivel cervical, supraclaviculares bilaterales, axilares bilaterales y también a nivel torácico y pélvico	127086001+127088000+127189005+127097001+127158006	COMPOSITE
es-S0365-66912012000200005-1	T3	ENFERMEDAD	1552	1571	panhipopituitarismo	32390006	EXACT
es-S0365-66912012000200005-1	T4	ENFERMEDAD	1573	1586	hipogonadismo	48130008	EXACT
es-S0365-66912012000200005-1	T5	ENFERMEDAD	1588	1602	hipocorticismo	237785004	NARROW
es-S0365-66912012000200005-1	T6	ENFERMEDAD	1310	1336	adenopatía profunda axilar	127189005	NARROW
es-S0365-66912012000200005-1	T7	ENFERMEDAD	1026	1036	granulomas	128561003	EXACT
es-S0365-66912012000200005-1	T8	ENFERMEDAD	1369	1380	sarcoidosis	31541009	EXACT
es-S0365-66912012000200005-1	T9	ENFERMEDAD	2065	2084	atrofia peripapilar	420535003	EXACT
es-S0365-66912012000200005-1	T10	ENFERMEDAD	2115	2143	atrofia peripapilar temporal	420535003	NARROW
es-S0365-66912012000200005-1	T11	ENFERMEDAD	132	155	hipofunción hipofisaria	74728003	EXACT
es-S0365-66912012000200005-1	T12	ENFERMEDAD	816	859	dilatación del ventrículo lateral izquierdo	253541009	EXACT
es-S1130-05582015000300007-1	T1	ENFERMEDAD	2278	2325	neoplasia benigna de origen mesenquimal tipo FN	703616008	EXACT
es-S1130-05582015000300007-1	T2	ENFERMEDAD	1063	1137	lesión firmemente adherida a la fascia del músculo frontal y al pericráneo	26077002+118934005	COMPOSITE
es-S1130-05582015000300007-1	T3	ENFERMEDAD	900	945	región costal derecha fue informada de lipoma	448270009	NARROW
es-S1130-05582015000300007-1	T4	ENFERMEDAD	145	156	traumatismo	417746004	EXACT
es-S1130-05582015000300007-1	T5	ENFERMEDAD	1632	1646	lesión nodular	27925004	EXACT
es-S1130-01082005001100014-1	T1	ENFERMEDAD	29	39	hipertensa	38341003	EXACT
es-S1130-01082005001100014-1	T2	ENFERMEDAD	60	80	ulcus gastroduodenal	13200003	EXACT
es-S1130-01082005001100014-1	T3	ENFERMEDAD	454	489	lesión submucosa en fundus gástrico	29384001	NARROW
es-S1130-01082005001100014-1	T4	ENFERMEDAD	1563	1582	schwannoma gástrico	404022001	NARROW
es-S1130-01082005001100014-1	T5	ENFERMEDAD	158	165	melenas	2901004	EXACT
es-S1130-01082005001100014-1	T6	ENFERMEDAD	634	668	lesión submucosa gástrica ulcerada	29384001	NARROW
es-S1130-01082005001100014-1	T7	ENFERMEDAD	1019	1077	gástrica presentaba una excavación secundaria a una úlcera	9829001	EXACT
es-S1130-01082005001100014-1	T8	ENFERMEDAD	717	735	sangrado digestivo	74474003	EXACT
es-S1130-01082005001100014-1	T9	ENFERMEDAD	1119	1166	adenopatías perilesionales ni en tronco celiaco	127117004	NARROW
es-S1130-01082005001100014-1	T10	ENFERMEDAD	1209	1255	tumor gástrico submucoso estromal (tumor GIST)	128755003	EXACT
es-S1130-01082005001100014-1	T11	ENFERMEDAD	1244	1254	tumor GIST	420120006	EXACT
es-S1130-01082005001100014-1	T12	ENFERMEDAD	1377	1401	complicación hemorrágica	50960005	EXACT
es-S1130-01082005001100014-1	T13	ENFERMEDAD	535	545	ulceración	429040005	EXACT
S0004-06142007000100011-1	T1	ENFERMEDAD	102	125	trastornos en la visión	95677002	EXACT
S0004-06142007000100011-1	T2	ENFERMEDAD	390	422	enfermedad de transmisión sexual	8098009	EXACT
S0004-06142007000100011-1	T3	ENFERMEDAD	863	886	Aftosis oral recurrente	723177002	EXACT
S0004-06142007000100011-1	T4	ENFERMEDAD	900	907	uveítis	128473001	EXACT
S0004-06142007000100011-1	T5	ENFERMEDAD	1233	1253	enfermedad de Behcet	41225007	EXACT
S0004-06142007000100011-1	T6	ENFERMEDAD	64	99	lesiones aftosas orales recurrentes	398870000	EXACT
S0004-06142007000100011-1	T7	ENFERMEDAD	172	225	lesiones ulcerosas en región genital (pene y escroto)	95589007	NARROW
S0004-06142007000100011-1	T8	ENFERMEDAD	526	534	lesiones	157670007	EXACT
S0004-06142007000100011-1	T9	ENFERMEDAD	663	677	lesión tumoral	55342001	EXACT
S0004-06142007000100011-1	T10	ENFERMEDAD	934	951	Úlceras genitales	724386005	NARROW
S0004-06142007000100011-1	T11	ENFERMEDAD	119	146	visión (pérdida progresiva)	105597003	NARROW
S0004-06142007000100011-1	T12	ENFERMEDAD	726	752	pérdida de la visión total	193699007	EXACT
S0004-06142007000100011-1	T13	ENFERMEDAD	909	929	pérdida de la visión	267631003	EXACT
S0004-06142007000100011-1	T14	ENFERMEDAD	1139	1173	pústula sobre una base eritematosa	271760008	NARROW
es-S0365-66912010000300005-1	T1	ENFERMEDAD	174	186	hipertensión	38341003	EXACT
es-S0365-66912010000300005-1	T2	ENFERMEDAD	189	199	dislipemia	370992007	EXACT
es-S0365-66912010000300005-1	T3	ENFERMEDAD	1606	1629	hemorragia subretiniana	13937002	EXACT
es-S0365-66912010000300005-1	T4	ENFERMEDAD	768	799	subretiniana de esta hemorragia	13937002	EXACT
es-S0365-66912010000300005-1	T5	ENFERMEDAD	216	234	bronquitis crónica	63480004	EXACT
es-S0365-66912010000300005-1	T6	ENFERMEDAD	240	271	accidente isquémico transitorio	266257000	EXACT
es-S0365-66912010000300005-1	T7	ENFERMEDAD	1464	1491	sangre en el ámbito macular	247161000	EXACT
es-S0365-66912010000300005-1	T8	ENFERMEDAD	1953	1963	hemovítreo	31341008	EXACT
es-S0365-66912010000300005-1	T9	ENFERMEDAD	1716	1732	DMAE hemorrágica	267718000	NARROW
es-S0365-66912010000300005-1	T10	ENFERMEDAD	911	931	membrana neovascular	61267008	EXACT
es-S0365-66912010000300005-1	T11	ENFERMEDAD	933	936	MNV	61267008	EXACT
es-S0365-66912010000300005-1	T12	ENFERMEDAD	577	600	hemorragia subretiniana	13937002	EXACT
es-S0365-66912010000300005-1	T13	ENFERMEDAD	439	463	defecto pupilar aferente	232121005	EXACT
es-S0378-48352005000400004-1	T1	ENFERMEDAD	1989	2007	patología tiroidea	14304000	EXACT
es-S0378-48352005000400004-1	T2	ENFERMEDAD	318	344	neoplasia a nivel visceral	372287009	NARROW
es-S0378-48352005000400004-1	T3	ENFERMEDAD	2340	2363	metástasis a nivel óseo	94222008	EXACT
es-S0378-48352005000400004-1	T4	ENFERMEDAD	2379	2398	metástasis pulmonar	94391008	EXACT
es-S0378-48352005000400004-1	T5	ENFERMEDAD	1451	1499	metástasis ósea de Carcinoma Medular de Tiroides	424887002	EXACT
es-S0378-48352005000400004-1	T6	ENFERMEDAD	627	636	neoplasia	55342001	EXACT
es-S0378-48352005000400004-1	T7	ENFERMEDAD	223	259	lesiones óseas líticas generalizadas	203522001	EXACT
es-S0212-16112013000300056-1	T1	ENFERMEDAD	21	51	enfermedad de Crohn ileocólica	38106008+50440006	COMPOSITE
es-S0212-16112013000300056-1	T2	ENFERMEDAD	1612	1636	disfunción multiorgánica	57653000	EXACT
es-S0212-16112013000300056-1	T3	ENFERMEDAD	1653	1667	cuadro séptico	238150007	EXACT
es-S0212-16112013000300056-1	T4	ENFERMEDAD	2572	2640	neumonía asociada a ventilación mecánica por Acinetobacter baumannii	1010634002	NARROW
es-S0212-16112013000300056-1	T5	ENFERMEDAD	983	996	shock séptico	76571007	EXACT
es-S0212-16112013000300056-1	T6	ENFERMEDAD	2643	2678	polineuropatía del paciente crítico	230594005	EXACT
es-S0212-16112013000300056-1	T7	ENFERMEDAD	1816	1840	hemorragia subaracnoidea	21454007	EXACT
es-S0212-16112013000300056-1	T8	ENFERMEDAD	1343	1369	endocarditis sobre catéter	56819008	NARROW
es-S0212-16112013000300056-1	T9	ENFERMEDAD	1895	1914	infartos esplénicos	22996003	EXACT
es-S0212-16112013000300056-1	T10	ENFERMEDAD	1936	1962	émbolos sépticos múltiples	414086009	NARROW
es-S0212-16112013000300056-1	T11	ENFERMEDAD	2452	2466	cuadro séptico	238150007	EXACT
es-S0212-16112013000300056-1	T12	ENFERMEDAD	1776	1785	infección	40733004	EXACT
es-S0212-16112013000300056-1	T13	ENFERMEDAD	1241	1270	vegetaciones sobre el catéter	459055004+429268001	COMPOSITE
es-S0212-16112013000300056-1	T14	ENFERMEDAD	2101	2126	catéter con la vegetación	86100009+440653007	COMPOSITE
