filename	mark	label	off0	off1	span	code	semantic_rel
es-S0365-66912006000800010-1	T4	ENFERMEDAD	537	543	lesión	417163006	EXACT
es-S0210-48062004000400008-1	T1	ENFERMEDAD	878	890	hipernefroma	702391001	EXACT
es-S0210-48062004000400008-1	T2	ENFERMEDAD	29	39	ex-fumador	8517006	EXACT
es-S0210-48062004000400008-1	T3	ENFERMEDAD	1049	1175	carcinoma de células renales del tipo de células claras de 8 cm de diámetro con invasión tumoral del uréter y de la vena renal	734015000+94659001	COMPOSITE
es-S0210-48062004000400008-1	T4	ENFERMEDAD	658	670	hipernefroma	702391001	EXACT
es-S0210-48062004000400008-1	T5	ENFERMEDAD	77	104	pólipo adenomatoso en colon	428054006	EXACT
es-S0210-48062004000400008-1	T6	ENFERMEDAD	2290	2320	síndrome de compresión medular	71286001	EXACT
es-S0210-48062004000400008-1	T7	ENFERMEDAD	1991	2033	metástasis por carcinoma de células claras	128462008	NARROW
es-S0210-48062004000400008-1	T8	ENFERMEDAD	1379	1389	metástasis	128462008	EXACT
es-S0210-48062004000400008-1	T9	ENFERMEDAD	106	121	hernia inguinal	396232000	EXACT
es-S0210-48062004000400008-1	T10	ENFERMEDAD	124	142	varices esofágicas	28670008	EXACT
es-S0210-48062004000400008-1	T11	ENFERMEDAD	706	753	trombosis de la vena renal y vena cava inferior	281595001+15842009	COMPOSITE
es-S0210-48062004000400008-1	T12	ENFERMEDAD	183	221	anemia crónica hipocrómica microcítica	44666001	EXACT
es-S0210-48062004000400008-1	T13	ENFERMEDAD	844	854	metástasis	128462008	EXACT
es-S0210-48062004000400008-1	T14	ENFERMEDAD	1935	1943	lesiones	157670007	EXACT
es-S0210-48062004000400008-1	T15	ENFERMEDAD	778	789	adenopatías	30746006	EXACT
es-S0210-48062004000400008-1	T16	ENFERMEDAD	2107	2143	infiltraba la vértebra a nivel C7-D1	94602001	NARROW
es-S1130-05582017000200105-1	T1	ENFERMEDAD	1791	1801	metástasis	128462008	EXACT
es-S1130-05582017000200105-1	T2	ENFERMEDAD	2946	2962	recidiva tumoral	25173007	EXACT
es-S1130-05582017000200105-1	T3	ENFERMEDAD	2556	2576	infiltración tumoral	128462008	EXACT
es-S1130-05582017000200105-1	T4	ENFERMEDAD	415	421	lesión	417163006	EXACT
es-S1130-05582017000200105-1	T5	ENFERMEDAD	1478	1484	lesión	417163006	EXACT
es-S1130-05582017000200105-1	T6	ENFERMEDAD	1643	1649	lesión	417163006	EXACT
es-S1130-05582017000200105-1	T7	ENFERMEDAD	2047	2053	lesión	417163006	EXACT
es-S1130-05582017000200105-1	T8	ENFERMEDAD	2337	2343	lesión	417163006	EXACT
es-S1130-05582017000200105-1	T9	ENFERMEDAD	1705	1730	crecimientos adenopáticos	30746006	EXACT
S0004-06142006000900008-1	T1	ENFERMEDAD	86	121	infecciones urinarias de repetición	197927001	EXACT
S0004-06142006000900008-1	T2	ENFERMEDAD	157	171	hipotiroidismo	40930008	EXACT
S0004-06142006000900008-1	T3	ENFERMEDAD	173	194	hipertensión arterial	38341003	EXACT
S0004-06142006000900008-1	T4	ENFERMEDAD	245	253	fumadora	77176002	EXACT
S0004-06142006000900008-1	T5	ENFERMEDAD	549	590	vejiga de poca capacidad con neoformación	126885006	NARROW
S0004-06142006000900008-1	T6	ENFERMEDAD	1046	1093	adenomegalias mesentéricas ni retroperitoneales	127144009+127154008	COMPOSITE
S0004-06142006000900008-1	T7	ENFERMEDAD	1235	1255	neoformación vesical	126885006	EXACT
S0004-06142006000900008-1	T8	ENFERMEDAD	1488	1509	neoformación vascular	699605009	EXACT
S0004-06142006000900008-1	T9	ENFERMEDAD	1959	2003	neurofibromatosis difusa de la pared vesical	81669005	NARROW
S0004-06142006000900008-1	T10	ENFERMEDAD	2130	2147	neurofibromatosis	19133005	EXACT
es-S0365-66912002001100008-1	T1	ENFERMEDAD	99	113	metamorfopsias	42134006	EXACT
es-S0365-66912002001100008-1	T2	ENFERMEDAD	1301	1305	NVSR	61267008	EXACT
es-S0365-66912002001100008-1	T3	ENFERMEDAD	1105	1109	NVSR	61267008	EXACT
es-S0365-66912002001100008-1	T4	ENFERMEDAD	1656	1668	tuberculosis	56717001	EXACT
es-S0365-66912002001100008-1	T5	ENFERMEDAD	1696	1703	sífilis	76272004	EXACT
es-S0365-66912002001100008-1	T6	ENFERMEDAD	1706	1717	borreliosis	240668005	EXACT
es-S0365-66912002001100008-1	T7	ENFERMEDAD	853	857	NVSR	61267008	EXACT
es-S0365-66912002001100008-1	T8	ENFERMEDAD	480	501	membrana subretiniana	133854004	EXACT
es-S0211-69952013000700025-1	T1	ENFERMEDAD	75	96	hipertensión arterial	38341003	EXACT
es-S0211-69952013000700025-1	T2	ENFERMEDAD	730	769	glomeruloesclerosis focal y segmentaria	236403004	EXACT
es-S0211-69952013000700025-1	T3	ENFERMEDAD	1182	1205	miopatía por esteroides	26715006	EXACT
es-S0211-69952013000700025-1	T4	ENFERMEDAD	1955	2003	hiperplasia glandular relacionada con medicación	23290009	NARROW
es-S0212-71992006000100008-1	T1	ENFERMEDAD	100	123	reflujo gastroesofágico	235595009	EXACT
es-S0212-71992006000100008-1	T2	ENFERMEDAD	126	146	cardias incompetente	29384001	NARROW
es-S0212-71992006000100008-1	T3	ENFERMEDAD	390	403	nefrolitiasis	95570007	EXACT
es-S0212-71992006000100008-1	T4	ENFERMEDAD	556	568	cólico renal	7093002	EXACT
es-S0212-71992006000100008-1	T5	ENFERMEDAD	882	895	hidronefrosis	43064006	EXACT
es-S0212-71992006000100008-1	T6	ENFERMEDAD	1886	1899	hidronefrosis	43064006	EXACT
es-S0212-71992006000100008-1	T7	ENFERMEDAD	1957	1968	adenopatías	30746006	EXACT
es-S0212-71992006000100008-1	T8	ENFERMEDAD	2690	2726	tumor germinal tipo seminoma clásico	443675005	NARROW
es-S0212-71992006000100008-1	T9	ENFERMEDAD	3023	3039	tumor testicular	236778008	EXACT
es-S0212-71992006000100008-1	T10	ENFERMEDAD	255	262	fumador	77176002	EXACT
es-S0212-71992006000100008-1	T11	ENFERMEDAD	282	291	exbebedor	82581004	EXACT
es-S0212-71992006000100008-1	T12	ENFERMEDAD	1972	1980	lesiones	157670007	EXACT
es-S0212-71992006000100008-1	T13	ENFERMEDAD	1912	1918	lesión	417163006	EXACT
es-S0212-71992006000100008-1	T14	ENFERMEDAD	2792	2816	teste derecho una lesión	64910008	NARROW
S0004-06142006000200014-1	T1	ENFERMEDAD	279	302	quiste renal complicado	722223000	NARROW
S0004-06142006000200014-1	T2	ENFERMEDAD	503	531	trombo tumoral en vena renal	15842009	NARROW
S0004-06142006000200014-1	T3	ENFERMEDAD	557	569	hipernefroma	702391001	EXACT
S0004-06142006000200014-1	T4	ENFERMEDAD	831	836	tumor	55342001	EXACT
S0004-06142006000200014-1	T5	ENFERMEDAD	972	995	Tumor fibroso solitario	128736003	EXACT
S0004-06142006000200014-1	T6	ENFERMEDAD	1000	1005	tumor	55342001	EXACT
S0004-06142006000200014-1	T7	ENFERMEDAD	1146	1158	masa tumoral	55342001	EXACT
es-S1130-14732009000600006-1	T1	ENFERMEDAD	425	489	lesión intraósea frontal derecha de características osteolíticas	76069003	NARROW
es-S1130-14732009000600006-1	T2	ENFERMEDAD	538	548	metástasis	128462008	EXACT
es-S1130-14732009000600006-1	T3	ENFERMEDAD	550	557	mieloma	55921005	EXACT
es-S1130-14732009000600006-1	T4	ENFERMEDAD	560	570	hemangioma	400210000	EXACT
es-S1130-14732009000600006-1	T5	ENFERMEDAD	1789	1819	hemangioma cavernoso intraóseo	416824008	NARROW
es-S1130-14732009000600006-1	T6	ENFERMEDAD	1532	1544	defecto óseo	76069003	NARROW
es-S1130-14732009000600006-1	T7	ENFERMEDAD	835	841	lesión	417163006	EXACT
es-S1130-14732009000600006-1	T8	ENFERMEDAD	1101	1107	lesión	417163006	EXACT
es-S1130-14732009000600006-1	T9	ENFERMEDAD	1403	1409	lesión	417163006	EXACT
S0004-06142007000500011-1	T1	ENFERMEDAD	1122	1135	Neuroblastoma	432328008	EXACT
